label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian,category,Lettuce color,Leaf sample weight (mg),Sample disc weight (g),Anthocyanins OD-530 nm,Chlorophyll OD-657 nm,Chlorophyll interference,Anthocyanin,DATE,Illumination
C4,547,223,1575,1424,20260128_115150.jpg,2992,2992,0.069096105,0.592621313,0.331184673,0.021736921,0.103997975,0.10615565,0.06969697,0.596491228,0.317647059,RED_Control_ids,RED,0.2,0.03,1.0981,0.7113,0.178,0.92,29/01/2026,Control-Sun
C5,225,0,1982,2329,20260128_115239.jpg,2992,2992,0.070756952,0.586742423,0.374770724,0.029610842,0.152308891,0.104232936,0.065315315,0.589041096,0.368627451,RED_Control_ids,RED,0.51,0.03,1.1935,0.7553,0.189,1.005,29/01/2026,Control-Sun
R12,304,210,2034,1909,20260128_113750.jpg,2992,2992,0.10278991,0.765129583,0.33191164,0.030843244,0.145887453,0.08460006,0.102040816,0.758064516,0.31372549,RED_Shade_ids,RED,0.23,0.03,0.6855,0.4801,0.12,0.838,29/01/2026,Shade
R11,324,39,1634,1680,20260128_113653.jpg,2992,2992,0.099874037,0.71501856,0.338521077,0.029823842,0.149557619,0.081527951,0.091463415,0.693333333,0.325490196,RED_Shade_ids,RED,0.18,0.03,0.6393,0.6194,0.155,0.531,29/01/2026,Shade
C2,304,433,1831,1713,20260128_115019.jpg,2992,2992,0.074701139,0.633665617,0.320039632,0.020467751,0.1139426,0.101965645,0.074074074,0.629032258,0.301960784,RED_Control_ids,RED,0.28,0.03,1.1824,0.806,0.202,0.981,29/01/2026,Control-Sun
R9,435,190,1535,1719,20260128_113215.jpg,2992,2992,0.063533813,0.486710884,0.338062526,0.031026471,0.12092703,0.104288756,0.061904762,0.488888889,0.321568627,RED_white_led_ids,RED,0.28,0.03,1.0791,0.736,0.184,0.895,29/01/2026,White LED
R2,468,190,1391,1916,20260128_110950.jpg,2992,2992,0.081578589,0.679283072,0.285739456,0.022963175,0.114224326,0.098861966,0.076923077,0.666666667,0.262745098,RED_white_blue_led_ids,RED,0.31,0.03,0.9322,0.8433,0.211,0.721,29/01/2026,White+Blue LED
R10,153,20,1804,1949,20260128_113343.jpg,2992,2992,0.06559344,0.555431631,0.254518579,0.042558988,0.126404996,0.100257103,0.063063063,0.551020408,0.22745098,RED_white_led_ids,RED,0.26,0.03,1.0864,0.7774,0.194,0.892,29/01/2026,White LED
R3,304,0,1818,2054,20260128_111113.jpg,2992,2992,0.0792508,0.622284561,0.39803348,0.031721415,0.139883641,0.120090519,0.074074074,0.608333333,0.384313725,RED_white_blue_led_ids,RED,0.27,0.03,1.0894,0.7536,0.188,0.901,29/01/2026,White+Blue LED
R4,370,223,1863,1863,20260128_111208.jpg,2992,2992,0.069462389,0.62892345,0.318429615,0.019065531,0.128121739,0.111134874,0.06884058,0.630434783,0.290196078,RED_white_blue_led_ids,RED,0.17,0.03,1.141,0.4633,0.116,1.025,29/01/2026,White+Blue LED
R5,291,335,1896,1745,20260128_111301.jpg,2992,2992,0.079040101,0.635883608,0.282244733,0.026922441,0.150040019,0.098581819,0.074074074,0.623376623,0.270588235,RED_white_blue_led_ids,RED,0.24,0.03,0.9879,0.6451,0.161,0.827,29/01/2026,White+Blue LED
R6,448,118,1706,1614,20260128_112857.jpg,2992,2992,0.068150911,0.54767552,0.313192749,0.022168067,0.111975804,0.094257961,0.068376068,0.551282051,0.305882353,RED_white_led_ids,RED,0.26,0.03,1.1732,0.7997,0.2,0.973,29/01/2026,White LED
R7,527,151,1660,1732,20260128_113039.jpg,2992,2992,0.062447913,0.53844129,0.309397204,0.021377432,0.110123468,0.104866826,0.06122449,0.53164557,0.294117647,RED_white_led_ids,RED,0.31,0.03,1.2289,0.7585,0.19,1.039,29/01/2026,White LED
R8,192,210,1785,1870,20260128_113129.jpg,2992,2992,0.06092454,0.553244709,0.295693244,0.037986174,0.134593521,0.099863094,0.059259259,0.555555556,0.274509804,RED_white_led_ids,RED,0.29,0.03,1.2612,0.8322,0.208,1.053,29/01/2026,White LED
R6,409,52,2093,1916,20260201_124011.jpg,2992,2992,0.096212659,0.539160584,0.259096132,0.024442884,0.226781566,0.103994773,0.091954023,0.470588235,0.250980392,RED_white_led_ids,RED,0.41,0.03,1.0707,0.9849,0.246,0.824,05/02/2026,White LED
R8,435,13,1739,1982,20260201_124041.jpg,2992,2992,0.102456722,0.57799897,0.264109515,0.026613054,0.250746582,0.101692074,0.103174603,0.527272727,0.258823529,RED_white_led_ids,RED,0.75,0.03,1.318,1.0201,0.255,1.063,05/02/2026,White LED
R7,534,118,1680,1877,20260201_124026.jpg,2992,2992,0.111999766,0.53430544,0.232375277,0.030534306,0.238873184,0.094235672,0.115384615,0.466666667,0.223529412,RED_white_led_ids,RED,0.6,0.03,1.0198,1.1908,0.298,0.722,05/02/2026,White LED
R2,291,20,2027,1726,20260201_123404.jpg,2992,2992,0.119511964,0.59120499,0.221551191,0.028639467,0.243414654,0.081783594,0.120689655,0.53125,0.219607843,RED_white_blue_led_ids,RED,0.77,0.03,0.7968,1.0202,0.255,0.542,05/02/2026,White+Blue LED
R5,402,66,1758,1745,20260201_123458.jpg,2992,2992,0.124350924,0.687629278,0.236368386,0.030804304,0.253670445,0.096151491,0.121527778,0.661538462,0.22745098,RED_white_blue_led_ids,RED,0.35,0.03,1.2819,0.8524,0.213,1.069,05/02/2026,White+Blue LED
R4,619,66,1450,1548,20260201_123437.jpg,2992,2992,0.138822768,0.686735154,0.213461245,0.023004002,0.239185605,0.077774774,0.141666667,0.645833333,0.203921569,RED_white_blue_led_ids,RED,0.33,0.03,0.893,0.9543,0.239,0.654,05/02/2026,White+Blue LED
R3,291,39,1929,1811,20260201_123419.jpg,2992,2992,0.114271707,0.601139407,0.228500821,0.027860658,0.247428822,0.07820918,0.117283951,0.552631579,0.22745098,RED_white_blue_led_ids,RED,0.81,0.03,0.9161,1.0121,0.253,0.663,05/02/2026,White+Blue LED
R11,402,7,2152,1988,20260201_124610.jpg,2992,2992,0.154226577,0.846606215,0.266043772,0.02570421,0.19974889,0.078801742,0.156410256,1,0.262745098,RED_Shade_ids,RED,0.35,0.03,1.3303,1.1203,0.28,1.05,05/02/2026,Shade
C5,350,256,2014,1955,20260201_125226.jpg,2992,2992,0.105430481,0.611687921,0.276447943,0.026737616,0.232500316,0.105465169,0.106382979,0.569230769,0.274509804,RED_Control_ids,RED,0.48,0.03,1.1697,0.649,0.162,1.007,05/02/2026,Control-Sun
C4,573,223,1516,1640,20260201_125208.jpg,2992,2992,0.086654019,0.637034461,0.215730056,0.020267915,0.224195557,0.097369048,0.083333333,0.611111111,0.192156863,RED_Control_ids,RED,0.42,0.03,0.9242,0.6501,0.163,0.762,05/02/2026,Control-Sun
C3,580,7,1772,1831,20260201_125151.jpg,2992,2992,0.089241266,0.598959954,0.222053271,0.020525483,0.219162494,0.081728081,0.08974359,0.563380282,0.215686275,RED_Control_ids,RED,0.38,0.03,1.0479,0.602,0.151,0.897,05/02/2026,Control-Sun
C2,553,59,2146,1752,20260201_125137.jpg,2992,2992,0.085936388,0.628102336,0.228325628,0.017236625,0.214144082,0.084834024,0.085714286,0.6,0.219607843,RED_Control_ids,RED,0.35,0.03,1.1237,0.7602,0.19,0.934,05/02/2026,Control-Sun
C1,166,20,2139,1778,20260201_125123.jpg,2992,2992,0.103698559,0.687131537,0.264623398,0.024385867,0.22937625,0.100863056,0.100877193,0.659090909,0.254901961,RED_Control_ids,RED,0.46,0.03,1.0863,0.8226,0.206,0.881,05/02/2026,Control-Sun
R12,547,262,1758,1916,20260201_124624.jpg,2992,2992,0.153632966,0.844501675,0.245861642,0.023195688,0.190269507,0.085951761,0.153594771,0.98,0.239215686,RED_Shade_ids,RED,0.51,0.03,0.7855,1.1492,0.287,0.498,05/02/2026,Shade
R1,593,26,1719,1837,20260201_123340.jpg,2992,2992,0.112549422,0.578306026,0.243466388,0.029356057,0.232059184,0.080950009,0.112244898,0.53968254,0.243137255,RED_white_blue_led_ids,RED,0.41,0.03,1.172,0.676,0.169,1.003,05/02/2026,White+Blue LED
